match_id,patch,blue_1,blue_2,blue_3,blue_4,blue_5,red_1,red_2,red_3,red_4,red_5,blue_win
NA1_5507488018,16.5,Ezreal,Hwei,Jayce,Nasus,Zilean,LeeSin,Lucian,Pyke,Viktor,Volibear,0
NA1_5506767833,16.5,Nami,Nunu,Ornn,Swain,Zed,Galio,Pantheon,Poppy,Varus,Vayne,0
NA1_5507221836,16.5,Aatrox,Ambessa,Draven,Nautilus,TwistedFate,Brand,Malzahar,MonkeyKing,Nami,Riven,1
NA1_5506877462,16.5,Azir,Braum,Leblanc,Smolder,Viego,Ezreal,Leona,Orianna,Udyr,Yasuo,1
NA1_5508615723,16.5,Ezreal,Karma,Renekton,Shaco,Viktor,Khazix,Lucian,Mel,Nami,Singed,1
NA1_5506422792,16.5,Draven,Gragas,JarvanIV,Xerath,Yuumi,Rengar,Singed,Sona,Tristana,Viego,0
NA1_5508431253,16.5,Qiyana,Senna,Teemo,Vayne,Zed,Caitlyn,Leblanc,Shaco,Sona,Urgot,1
NA1_5506524471,16.5,Alistar,Jhin,Naafiri,Orianna,Tryndamere,Graves,Jinx,Nautilus,Renekton,Swain,0
NA1_5507909271,16.5,Graves,Kaisa,Lissandra,Neeko,Sion,Braum,Jayce,Mel,Varus,Yone,1
NA1_5508735388,16.5,Graves,Mel,Senna,Yunara,Zac,Briar,Fizz,Irelia,Nautilus,Xerath,1
NA1_5507707888,16.5,DrMundo,Ezreal,Malphite,Nami,Syndra,Gwen,Hecarim,Janna,Twitch,Zed,1
NA1_5506842201,16.5,Anivia,Aurora,Hecarim,Shaco,Varus,Aphelios,Cassiopeia,Karma,RekSai,Singed,0
NA1_5508868064,16.5,Braum,Graves,Ornn,Smolder,Sylas,Alistar,Ezreal,Mel,Nocturne,Singed,1
NA1_5508834582,16.5,AurelionSol,Fiora,Nami,Nidalee,Zed,Ezreal,Gnar,Janna,Jayce,Karthus,1
NA1_5507477583,16.5,Hwei,Katarina,RekSai,Vayne,Yuumi,Cassiopeia,JarvanIV,Senna,Varus,Velkoz,0
NA1_5507906791,16.5,Belveth,Heimerdinger,Jhin,KSante,Nautilus,Ezreal,Illaoi,Katarina,Seraphine,Talon,1
NA1_5507072039,16.5,Ezreal,MonkeyKing,Pyke,Viktor,XinZhao,Caitlyn,Malphite,Poppy,Sylas,Zeri,0
NA1_5508117148,16.5,Caitlyn,Sion,Thresh,Viktor,Zac,Ezreal,Katarina,Nami,Shen,Yasuo,0
NA1_5505897751,16.5,Amumu,Riven,Swain,Vayne,Volibear,Akali,Graves,Seraphine,Yone,Yunara,0
NA1_5509217594,16.5,Ekko,Kaisa,Khazix,Nasus,Soraka,Mel,Nami,Talon,Viego,Zed,0
NA1_5506969320,16.5,Akali,Ambessa,Garen,Sivir,Yuumi,Annie,Poppy,Warwick,Xayah,Yasuo,0
NA1_5508248119,16.5,Bard,MasterYi,MissFortune,Syndra,Zilean,Akshan,Aurora,Graves,KogMaw,Neeko,0
NA1_5508510307,16.5,Irelia,Jinx,Thresh,Tristana,Udyr,Akshan,Caitlyn,Morgana,Nunu,Yorick,1
NA1_5505588732,16.5,Ezreal,Nami,Nasus,Orianna,Skarner,Ahri,KSante,Lucian,Milio,Zac,0
NA1_5508906048,16.5,Aatrox,Bard,Ezreal,Zed,Zilean,Akshan,Karma,Kindred,Lux,Zoe,1
NA1_5508453781,16.5,Irelia,Rell,Yone,Zac,Ziggs,Aurora,RekSai,Riven,Sivir,Sona,1
NA1_5509183819,16.5,FiddleSticks,Mel,Ryze,Trundle,Yunara,Alistar,Ashe,Belveth,Chogath,Yone,0
NA1_5508374267,16.5,Annie,Aphelios,Garen,Hecarim,Morgana,Katarina,Kayle,RekSai,Smolder,Thresh,0
NA1_5505840571,16.5,Aatrox,Jinx,Kennen,Velkoz,Yone,Bard,Caitlyn,Hwei,Mordekaiser,Qiyana,1
NA1_5507920605,16.5,Elise,Fiora,Leblanc,LeeSin,Smolder,Akali,Blitzcrank,Darius,RekSai,Xayah,1
NA1_5508631374,16.5,Ahri,Camille,Hecarim,Leona,Senna,Corki,Soraka,Sylas,Talon,Zaahen,0
NA1_5508003398,16.5,DrMundo,Jayce,Jhin,Sona,Vladimir,Aatrox,Briar,Corki,Nami,Shaco,0
NA1_5505927651,16.5,Gwen,Jinx,Lulu,Sett,Swain,Ahri,Caitlyn,Riven,Sona,Udyr,0
NA1_5508501009,16.5,Ahri,Ezreal,Graves,Illaoi,Sona,Fiora,JarvanIV,Jinx,Orianna,Seraphine,0
NA1_5508811720,16.5,Aphelios,Evelynn,Irelia,Thresh,Xerath,Ambessa,Gangplank,Kaisa,Mel,Veigar,1
NA1_5509163291,16.5,Diana,Karma,Malzahar,Shen,Yasuo,Fizz,Janna,Jinx,Riven,Zed,0
NA1_5507690497,16.5,Ezreal,Gangplank,Karma,Khazix,Velkoz,Hecarim,Janna,Jhin,Taliyah,Yone,1
NA1_5508732146,16.5,Akali,Ashe,Fiora,Rell,Viego,Brand,Ezreal,LeeSin,Lissandra,Ornn,1
NA1_5507682591,16.5,Gragas,Kayn,Lucian,Malphite,Nami,Aphelios,LeeSin,Lulu,TwistedFate,Vayne,1
NA1_5507854670,16.5,Bard,Camille,Ezreal,Qiyana,Zac,Gnar,Lucian,Nocturne,Orianna,Rakan,1
NA1_5507059667,16.5,Brand,Senna,Vladimir,Zaahen,Zac,Aurora,Caitlyn,Ivern,MonkeyKing,Ryze,0
NA1_5509144774,16.5,Ambessa,Fiora,Nami,Nidalee,Vayne,Ashe,Graves,Malzahar,Sona,Zaahen,0
NA1_5508174429,16.5,Ezreal,Graves,Karma,Ryze,Talon,Aatrox,Caitlyn,FiddleSticks,Jayce,Syndra,0
NA1_5508092930,16.5,Akali,Ambessa,Azir,Nautilus,Yasuo,Caitlyn,Jayce,Milio,Talon,Vex,0
NA1_5507959712,16.5,Ahri,JarvanIV,Jinx,Kayle,Yasuo,Malzahar,Senna,Singed,Swain,Udyr,1
NA1_5507928639,16.5,Ahri,Alistar,Aurora,Rengar,Yunara,Heimerdinger,Jayce,KSante,Rell,Xayah,1
NA1_5507076600,16.5,Ambessa,Diana,Maokai,Varus,Yasuo,Anivia,Karma,Khazix,Qiyana,Veigar,1
NA1_5507161228,16.5,Hecarim,Karma,Seraphine,Singed,Yone,Alistar,Irelia,Ivern,Kaisa,Swain,0
NA1_5508754744,16.5,Graves,Hwei,KogMaw,Lulu,Rumble,AurelionSol,Caitlyn,Jayce,Olaf,Seraphine,0
NA1_5508307873,16.5,Renekton,Senna,Smolder,Yone,Zyra,Graves,Jayce,Nautilus,Syndra,Veigar,1
NA1_5505997667,16.5,Bard,Mel,MonkeyKing,Riven,Ryze,Annie,Jayce,Khazix,Lucian,Yuumi,1
NA1_5509180608,16.5,Ambessa,Corki,Galio,Shaco,Zyra,Aatrox,Nautilus,Varus,Vex,Viktor,1
NA1_5509067085,16.5,Camille,Draven,Fizz,Nautilus,XinZhao,Azir,Chogath,Sona,TwistedFate,Xayah,0
NA1_5506146492,16.5,Caitlyn,Corki,RekSai,Shaco,Zac,Ekko,Galio,Jinx,Lulu,Yone,0
NA1_5508569256,16.5,Akali,Lucian,Nautilus,Orianna,Zaahen,Graves,Mel,Nami,Syndra,Urgot,0
NA1_5508820336,16.5,Akshan,Ezreal,Leona,Talon,Varus,Jax,Kaisa,MasterYi,Poppy,Soraka,0
NA1_5507096690,16.5,Jhin,Lux,Ornn,Sona,Zaahen,AurelionSol,Graves,Thresh,Xerath,Zyra,0
NA1_5507673679,16.5,Akali,Ambessa,Caitlyn,DrMundo,Leblanc,Aatrox,Ekko,Leona,Nocturne,Varus,0
NA1_5506594109,16.5,Sylas,Varus,Vayne,Yunara,Zoe,Ambessa,Garen,Nami,Swain,Tristana,0
NA1_5506888205,16.5,Aphelios,Fiora,Katarina,Nautilus,Qiyana,Ezreal,JarvanIV,Karma,Poppy,Vladimir,1
NA1_5508717386,16.5,Alistar,Shaco,Smolder,Vladimir,Yone,Corki,Graves,Karma,Malphite,Ryze,0
NA1_5505660132,16.5,Akshan,Brand,Yasuo,Yunara,Zac,Fiora,Hecarim,Lux,Taliyah,Zilean,1
NA1_5507595360,16.5,Aatrox,Draven,Hecarim,Vex,Yuumi,Caitlyn,Darius,Fizz,Nocturne,Zyra,0
NA1_5506855091,16.5,Aurora,Kalista,Nocturne,Singed,Trundle,Ahri,Belveth,DrMundo,MissFortune,Senna,1
NA1_5508668200,16.5,Corki,Kassadin,Khazix,Shaco,Warwick,Azir,Graves,Hwei,Lucian,Lulu,0
NA1_5505861984,16.5,AurelionSol,Corki,Khazix,Lux,Ornn,Graves,Kennen,Renekton,Sivir,Zilean,1
NA1_5509106914,16.5,Karma,Lillia,Rakan,Syndra,Vayne,Jinx,Khazix,MasterYi,Mordekaiser,Sona,0
NA1_5506608011,16.5,Ambessa,Lucian,Orianna,Sona,Vladimir,Azir,Draven,Graves,Jayce,Thresh,1
NA1_5507879183,16.5,Jayce,Nautilus,Nidalee,Orianna,Yunara,Bard,LeeSin,Lux,Sion,Smolder,1
NA1_5508034030,16.5,Aatrox,Darius,Leblanc,Leona,Xayah,Galio,Nilah,Shaco,Swain,Yuumi,0
NA1_5506967309,16.5,Blitzcrank,Gwen,Ivern,Swain,Zed,Cassiopeia,Graves,Senna,Sylas,Udyr,0
NA1_5507974338,16.5,Aphelios,Corki,Jayce,Seraphine,Yone,Graves,Janna,Jhin,Kassadin,Sion,0
NA1_5507015812,16.5,Gwen,Jayce,Kaisa,Nautilus,Zoe,Annie,Aphelios,Bard,Renekton,Zac,0
NA1_5507657113,16.5,Briar,Maokai,Sion,Vex,Zoe,Draven,Karthus,Leblanc,Volibear,Yasuo,1
NA1_5507126406,16.5,Aatrox,Azir,Ezreal,Ryze,Thresh,Blitzcrank,Draven,Fiora,Zac,Ziggs,1
NA1_5507770694,16.5,Belveth,RekSai,Rell,Xerath,Yunara,LeeSin,MissFortune,Olaf,Pyke,Swain,0
NA1_5507458677,16.5,Ezreal,Hwei,Kindred,MasterYi,Velkoz,Bard,Ekko,JarvanIV,Ornn,Senna,1
NA1_5506941809,16.5,Aurora,Braum,MonkeyKing,Vayne,Zaahen,Ashe,Neeko,Shen,Vex,Vi,1
NA1_5508913239,16.5,Blitzcrank,Kaisa,LeeSin,Ornn,TwistedFate,Gragas,Jinx,Nami,Talon,XinZhao,1
NA1_5509090361,16.5,AurelionSol,Nocturne,RekSai,Senna,TwistedFate,Ezreal,Gnar,Lillia,Pyke,Yone,0
NA1_5506563976,16.5,Camille,Karthus,Senna,Soraka,Swain,Galio,Graves,Nami,Tristana,Varus,0
NA1_5507800795,16.5,Ezreal,Graves,Swain,Taric,Zed,Caitlyn,Kayle,Leblanc,Talon,Thresh,0
NA1_5508140566,16.5,Irelia,Nami,Sion,Udyr,Ziggs,Nautilus,Pantheon,Taliyah,Yasuo,Yunara,1
NA1_5508777738,16.5,Ekko,Hecarim,Kaisa,Leona,Rumble,Blitzcrank,Elise,Mel,Urgot,Xayah,0
NA1_5506795885,16.5,Janna,Jinx,RekSai,Vex,Yasuo,Jax,Lucian,Neeko,Pyke,Viego,1
NA1_5506230160,16.5,Ahri,Nilah,RekSai,Soraka,Varus,Blitzcrank,Caitlyn,Karma,Kindred,Vex,1
NA1_5507436398,16.5,Aphelios,Pantheon,Rumble,Talon,Velkoz,Braum,Sett,Swain,Sylas,XinZhao,1
NA1_5508166226,16.5,Lulu,Pantheon,Taliyah,Yasuo,Yunara,Aatrox,Ekko,MissFortune,Nami,Sion,0
NA1_5507262627,16.5,Bard,Corki,Kindred,Mordekaiser,Ziggs,Fiora,Pyke,Shaco,Yasuo,Yunara,0
NA1_5508964190,16.5,Ekko,Jayce,TahmKench,Twitch,Zed,Ambessa,Diana,Ezreal,Pyke,Yorick,1
NA1_5506099763,16.5,Aurora,Braum,LeeSin,Vayne,Yunara,Ekko,Malphite,Poppy,RekSai,Veigar,1
NA1_5506220821,16.5,Ahri,KSante,Morgana,Shen,Smolder,Jhin,Karma,Urgot,Zaahen,Zoe,1
NA1_5506785013,16.5,Ahri,DrMundo,Kaisa,Nautilus,Rumble,Hecarim,Jhin,Karma,Sett,Veigar,1
NA1_5507664861,16.5,Irelia,Karma,Kassadin,Nocturne,Yasuo,Gnar,Janna,MonkeyKing,Swain,Vex,0
NA1_5507492257,16.5,Karma,Lux,Malphite,Rengar,Syndra,Anivia,Ezreal,Maokai,Taliyah,Zed,1
NA1_5507202672,16.5,Azir,Neeko,Poppy,Qiyana,Shaco,Camille,Lucian,Mel,Pantheon,Taliyah,1
NA1_5507587933,16.5,Fizz,Kindred,MissFortune,Sona,Varus,Diana,FiddleSticks,Jhin,Malphite,Senna,0
NA1_5507823163,16.5,Gnar,Katarina,Lulu,XinZhao,Yunara,Bard,Corki,Nocturne,Swain,Sylas,0
NA1_5507651256,16.5,Blitzcrank,Draven,Swain,Velkoz,Zaahen,Chogath,Hecarim,Janna,Taliyah,Yasuo,0
NA1_5509122933,16.5,Nasus,Ornn,Thresh,Vi,Yunara,AurelionSol,Leona,Nocturne,Rengar,Tryndamere,0
NA1_5507446721,16.5,Galio,Gwen,Ivern,Nilah,Pyke,Briar,FiddleSticks,Irelia,Janna,Kaisa,1
NA1_5506416971,16.5,Bard,Katarina,Qiyana,Samira,Shaco,Aphelios,FiddleSticks,Mel,Rell,Zaahen,0
NA1_5505834163,16.5,Gragas,Smolder,Sona,Viego,Viktor,Olaf,Swain,Thresh,Yunara,Zaahen,1
NA1_5508148289,16.5,Ambessa,Corki,Galio,Kennen,Nami,Akshan,Aurora,Karthus,Lucian,Neeko,1
NA1_5507665496,16.5,Aurora,Hecarim,Nasus,Seraphine,Thresh,Aphelios,Garen,Swain,Velkoz,XinZhao,0
NA1_5509038474,16.5,Aphelios,Chogath,Lulu,Pantheon,Rengar,Cassiopeia,Khazix,Lucian,Mel,Senna,1
NA1_5507359638,16.5,Ivern,JarvanIV,Rengar,Rumble,Swain,Belveth,Draven,Janna,Vex,Volibear,1
NA1_5506790364,16.5,Annie,Caitlyn,Gangplank,JarvanIV,Katarina,Aatrox,Akali,Karma,Mel,Zaahen,0
NA1_5506019278,16.5,Milio,Nocturne,Sion,Smolder,Vayne,Bard,Darius,Ezreal,Fizz,MasterYi,1
NA1_5508117305,16.5,Akali,Graves,Lulu,MasterYi,Yunara,Aphelios,Bard,Gwen,Jax,Sion,1
NA1_5506080562,16.5,Aatrox,Braum,Graves,Orianna,Veigar,DrMundo,Ekko,Jinx,Leona,Sett,1
NA1_5508003532,16.5,Ezreal,Jayce,Nami,Syndra,Talon,Ahri,Elise,Lulu,Shaco,Vayne,1
NA1_5505809428,16.5,Milio,TwistedFate,Urgot,Vayne,Vi,Ashe,Bard,Mordekaiser,Sejuani,Sylas,1
NA1_5508557313,16.5,Fiora,Galio,Jinx,LeeSin,Pantheon,Akali,Ezreal,Gragas,Khazix,Nami,1
NA1_5506776478,16.5,JarvanIV,Lulu,Nasus,Viktor,Yunara,Aphelios,Karma,Talon,Urgot,Veigar,0
NA1_5507061599,16.5,Bard,Elise,KSante,Xayah,Yone,JarvanIV,Maokai,Riven,Yunara,Zoe,0
NA1_5506925187,16.5,Janna,Jax,Viktor,Yunara,Zed,Irelia,Kaisa,Kindred,Leona,Zoe,0
NA1_5507042110,16.5,Camille,Garen,Nami,Shaco,Vayne,Graves,Orianna,Rell,Riven,Veigar,0
NA1_5507832513,16.5,Camille,Rakan,Taric,Varus,Zoe,Hecarim,Mel,Renekton,Sivir,Yuumi,1
NA1_5509120762,16.5,Ashe,Azir,Diana,Seraphine,XinZhao,Corki,Nami,Qiyana,Sett,Vayne,1
NA1_5508661916,16.5,Alistar,Garen,RekSai,Tristana,Yone,Ambessa,Braum,Jhin,Shaco,TwistedFate,1
NA1_5507939333,16.5,Lucian,Nocturne,Sion,Sona,Xerath,Bard,Rengar,TwistedFate,Yunara,Zaahen,0
NA1_5507559221,16.5,Morgana,Pyke,Riven,Xerath,Zaahen,Ahri,Graves,Mel,Renekton,Seraphine,1
NA1_5507046462,16.5,Morgana,Senna,Urgot,Varus,Zed,Elise,Jayce,Kaisa,Leona,Zoe,1
NA1_5507930131,16.5,Aatrox,Ashe,Gragas,Seraphine,Yasuo,Briar,Renekton,Viktor,Yuumi,Zeri,1
NA1_5505551148,16.5,Ambessa,Ashe,Cassiopeia,KSante,Soraka,Ezreal,Seraphine,Twitch,Udyr,Viktor,0
NA1_5507747802,16.5,Janna,RekSai,Shen,Swain,Twitch,Ahri,Heimerdinger,Nami,Nocturne,Yorick,1
NA1_5507972099,16.5,MissFortune,Ornn,Thresh,Vladimir,XinZhao,Diana,Ezreal,Gnar,Nautilus,Zed,0
NA1_5507038471,16.5,Caitlyn,Graves,Jayce,Syndra,Thresh,Camille,MonkeyKing,Qiyana,Rakan,Tristana,0
NA1_5506926849,16.5,Aphelios,MasterYi,Singed,Sylas,Thresh,Ambessa,Gangplank,Lucian,Swain,Yuumi,1
NA1_5505567082,16.5,Ambessa,Blitzcrank,MasterYi,Mel,Tristana,Aphelios,Elise,KSante,Nami,Zoe,0
NA1_5506251733,16.5,Caitlyn,Kled,MasterYi,Orianna,Zilean,Anivia,Jhin,Mordekaiser,Qiyana,Zac,1
NA1_5507159242,16.5,Akali,Ezreal,Nami,Qiyana,Talon,Anivia,Aurora,Senna,Shaco,Yasuo,0
NA1_5506909395,16.5,Ashe,Ekko,Karma,Kayle,RekSai,Aphelios,Aurora,Belveth,Milio,Yone,1
NA1_5509259342,16.5,Ezreal,Jayce,Leona,Xerath,Yone,Graves,Karma,Lux,Renekton,Sona,0
NA1_5508626373,16.5,Azir,FiddleSticks,Malzahar,Nautilus,Yunara,Akali,Braum,Hecarim,TwistedFate,Vayne,0
NA1_5506269002,16.5,Akali,Mel,Shyvana,Smolder,Thresh,Ezreal,Qiyana,Riven,Xerath,Yone,1
NA1_5508437323,16.5,Karthus,Leona,Rell,Talon,Zed,Annie,Shaco,Swain,Yasuo,Yone,0
NA1_5509144033,16.5,Janna,Malzahar,Ryze,Volibear,Zaahen,Brand,Hecarim,Jax,Lux,Nami,0
NA1_5507160678,16.5,Brand,Galio,Sejuani,Twitch,XinZhao,Anivia,Jayce,Nidalee,Thresh,Xayah,0
NA1_5509056679,16.5,Azir,Belveth,Galio,Morgana,Qiyana,Aphelios,Camille,LeeSin,Lulu,Zoe,1
NA1_5506369546,16.5,Cassiopeia,Karma,Mel,Sion,Viego,Akali,Aphelios,Graves,Soraka,Veigar,1
NA1_5508935754,16.5,Ambessa,Ashe,Jayce,Syndra,Zilean,Cassiopeia,Ezreal,Irelia,LeeSin,Riven,0
NA1_5506285114,16.5,Ahri,Jhin,MonkeyKing,Quinn,Soraka,Bard,Caitlyn,Jax,Naafiri,Viego,1
NA1_5508044958,16.5,Aatrox,Alistar,Katarina,Kayn,Sivir,LeeSin,MissFortune,Nidalee,Zac,Zed,1
